vehicle_id,cust_id,driver_id,trip_id,trip_date,start_point,end_point,miles,trip_status,promotion_id
VH00020,9339155,DR00020,77845192666,9/9/2024,New York,Florida,35.93,Completed,RVKMRG
VH00012,6155962,DR00012,75199255484,9/18/2024,Pennsylvania,New York,24.65,Completed,NEWUSR
VH00001,5148279,DR00001,26548366916,9/11/2024,Arizona,Michigan,19.93,Completed,N/A
VH00011,3274216,DR00011,99488573388,9/27/2024,Michigan,New York,20.74,Completed,RVKMRG
VH00016,5631559,DR00016,82466224285,9/10/2024,Tennessee,Washington,11.63,Completed,NEWUSR
VH00020,4667666,DR00020,85463592556,9/13/2024,Arizona,Texas,24.64,Completed,MNUKMR
VH00010,1949788,DR00010,23987392667,9/4/2024,South Dakota,Virginia,13.82,Completed,LKHISD
VH00009,5254514,DR00009,27486262575,9/28/2024,California,New York,31.05,Completed,MKSMPK
VH00007,4329632,DR00007,68935121588,9/5/2024,Texas,Massachusetts,10.47,Completed,MKSMPK
VH00019,1252516,DR00019,73941871299,9/19/2024,Pennsylvania,Texas,15.32,Completed,NEWUSR
VH00013,9127279,DR00013,47588965673,9/6/2024,Arkansas,Nebraska,25.01,Completed,RVKMRG
VH00009,4381712,DR00009,41994728737,9/9/2024,Wisconsin,Texas,39,Completed,RVKMRG
VH00002,5494698,DR00002,58273282273,9/2/2024,Ohio,Texas,33.31,Completed,PRMKMR
VH00018,6699226,DR00018,85398144896,9/25/2024,District of Columbia,Texas,35.86,Completed,MKSMPK
VH00004,3715435,DR00004,61676215295,9/22/2024,Texas,Ohio,10.37,Completed,NEWUSR
VH00017,1849397,DR00017,43633986465,9/9/2024,California,Nebraska,37.23,Completed,N/A
VH00005,4652271,DR00005,17829278633,9/14/2024,Alaska,Texas,12.34,Completed,PRKMNU
VH00012,5595669,DR00012,18958636825,9/25/2024,Ohio,South Carolina,25.85,Completed,MKSMPK
VH00018,9662737,DR00018,19264264787,9/29/2024,Wisconsin,New York,27.53,Completed,LKHISD
VH00004,2188124,DR00004,85781229979,9/17/2024,Ohio,California,11.8,Trip Failed,MKSMPK
VH00007,1198826,DR00007,62782938818,9/17/2024,Florida,Indiana,37.97,Completed,PRMKMR
VH00019,7112596,DR00019,97222962178,9/24/2024,Texas,California,29.58,Completed,PRMKMR
VH00011,7579111,DR00011,18764694429,9/26/2024,Maryland,Texas,18.81,Completed,N/A
VH00012,4151426,DR00012,21525462697,9/10/2024,Iowa,Missouri,18.5,Completed,PRKMNU
VH00020,3156188,DR00020,86414647928,9/12/2024,Minnesota,Washington,25.7,Completed,N/A
VH00003,1478894,DR00003,55978268662,9/9/2024,Florida,Texas,36.81,Completed,PRMKMR
VH00014,3475657,DR00014,45654543825,9/14/2024,West Virginia,Arizona,32.04,Completed,LKHISD
VH00016,5452741,DR00016,74797198769,9/15/2024,Arizona,Florida,19.02,Completed,N/A
VH00018,8543585,DR00018,26411638242,9/3/2024,Wisconsin,Texas,22.08,Completed,NEWUSR
VH00017,6742743,DR00017,44542783289,9/20/2024,Florida,Texas,10.99,Completed,NEWUSR
VH00001,6144468,DR00001,39163318499,9/19/2024,Minnesota,Florida,29.69,Completed,PRKMNU
VH00003,7694317,DR00003,56136652455,9/25/2024,Florida,Florida,34.03,Completed,PRMKMR
VH00020,7912293,DR00020,21218146251,9/5/2024,Texas,Texas,32.48,Completed,N/A
VH00017,4761377,DR00017,44435843214,9/18/2024,Nevada,California,22.29,Completed,PRKMNU
VH00004,3485119,DR00004,84528828472,9/5/2024,Kentucky,Ohio,21.41,Completed,MNUKMR
VH00011,6899966,DR00011,38139832558,9/16/2024,Louisiana,Alabama,14.2,Completed,RVKMRG
VH00014,1475213,DR00014,21796755696,9/8/2024,District of Columbia,California,34.87,Completed,NEWUSR
VH00009,6787229,DR00009,26711595286,9/28/2024,Florida,Florida,25.06,Completed,MKSMPK
VH00009,9429196,DR00009,52564319754,9/22/2024,Florida,Missouri,31.15,Completed,N/A
VH00020,4765461,DR00020,17332129846,9/12/2024,West Virginia,Ohio,14.23,Completed,MKSMPK
VH00011,7135197,DR00011,71397532774,9/29/2024,California,Virginia,16.22,Completed,MKSMPK
VH00009,6332842,DR00009,84486243425,9/27/2024,North Carolina,Texas,33.78,Trip Failed,MKSMPK
VH00004,9552766,DR00004,58784468369,9/9/2024,Texas,West Virginia,35.47,Completed,MKSMPK
VH00013,6732476,DR00013,17487336478,9/29/2024,New York,Virginia,13.89,Completed,MNUKMR
VH00005,5279228,DR00005,65729683941,9/20/2024,Florida,Arkansas,19.63,Completed,MNUKMR
VH00002,4794524,DR00002,28829613635,9/29/2024,Florida,Kentucky,28.6,Completed,MKSMPK
VH00006,5784773,DR00006,42812376357,9/23/2024,Virginia,New York,23.13,Completed,MKSMPK
VH00008,9361367,DR00008,62819452554,9/13/2024,Louisiana,California,26.46,Completed,PRMKMR
VH00005,9341448,DR00005,62734615813,9/22/2024,Virginia,Arkansas,25.61,Completed,MNUKMR
VH00019,8562181,DR00019,17191623482,9/4/2024,Florida,Oregon,10.12,Trip Failed,MNUKMR
VH00002,2473632,DR00002,98866576473,9/21/2024,North Carolina,District of Columbia,12.44,Completed,MKSMPK
VH00017,3153693,DR00017,99284416394,9/21/2024,California,District of Columbia,24.77,Completed,PRMKMR
VH00001,3962467,DR00001,47857392692,9/27/2024,Pennsylvania,Colorado,11.37,Completed,MNUKMR
VH00007,8754471,DR00007,39844333647,9/12/2024,Ohio,Maryland,35.76,Completed,N/A
VH00016,6562432,DR00016,78323118498,9/7/2024,California,New York,18.86,Completed,N/A
VH00002,3896981,DR00002,28771873369,9/27/2024,Florida,Arizona,30.63,Completed,RVKMRG
VH00008,2396622,DR00008,78451627111,9/18/2024,Georgia,Arizona,12.3,Completed,MNUKMR
VH00018,9448291,DR00018,36461985724,9/16/2024,Pennsylvania,Ohio,39.57,Completed,MKSMPK
VH00014,6119392,DR00014,72667822211,9/5/2024,Texas,Wisconsin,15.5,Completed,PRMKMR
VH00017,5891528,DR00017,77562439412,9/20/2024,North Carolina,Indiana,18.86,Completed,NEWUSR
VH00003,8691881,DR00003,72775339261,9/13/2024,Hawaii,District of Columbia,39.14,Completed,RVKMRG
VH00013,6815956,DR00013,33511824678,9/5/2024,Texas,Texas,18.06,Completed,LKHISD
VH00006,9263729,DR00006,47927133895,9/8/2024,Pennsylvania,California,18.85,Trip Failed,MKSMPK
VH00008,4448358,DR00008,68458889783,9/17/2024,Michigan,Illinois,30.46,Completed,MKSMPK
VH00011,3845926,DR00011,72132182917,9/25/2024,Tennessee,Illinois,34.93,Completed,PRMKMR
VH00019,5779785,DR00019,45541567693,9/14/2024,Texas,North Carolina,32.51,Completed,NEWUSR
VH00018,6295198,DR00018,45356818665,9/22/2024,North Carolina,Georgia,38.33,Completed,NEWUSR
VH00003,4798943,DR00003,96923111135,9/23/2024,Connecticut,Massachusetts,20.2,Trip Failed,MNUKMR
VH00011,4132734,DR00011,53397749284,9/7/2024,Colorado,Texas,22.39,Trip Failed,N/A
VH00008,9797937,DR00008,23779358672,9/14/2024,Georgia,Illinois,14.78,Completed,MNUKMR
VH00018,2193595,DR00018,34747548617,9/15/2024,New York,Missouri,35.88,Completed,PRKMNU
VH00003,2115226,DR00003,35791126169,9/12/2024,Washington,New York,18.21,Completed,MKSMPK
VH00001,9822194,DR00001,53747398779,9/4/2024,Illinois,Mississippi,16.12,Completed,PRMKMR
VH00005,9898666,DR00005,69327858969,9/16/2024,California,Texas,14.67,Completed,MNUKMR
VH00011,7142395,DR00011,23396249582,9/19/2024,Ohio,Colorado,18.62,Completed,RVKMRG
VH00018,8946511,DR00018,41942648264,9/26/2024,Tennessee,West Virginia,12.17,Completed,LKHISD
VH00016,9134761,DR00016,72695981295,9/1/2024,Texas,Wisconsin,27.1,Completed,PRMKMR
VH00015,8591162,DR00015,62443581373,9/7/2024,New York,Louisiana,23.34,Completed,NEWUSR
VH00013,4151597,DR00013,94442261148,9/26/2024,Louisiana,Alabama,19.08,Completed,MNUKMR
VH00019,6679886,DR00019,75938614611,9/16/2024,Illinois,Florida,35.88,Completed,N/A
VH00017,1998939,DR00017,26869848665,9/1/2024,New York,Texas,15.3,Completed,PRMKMR
VH00013,9756625,DR00013,44752957764,9/2/2024,Arkansas,California,14.54,Completed,PRKMNU
VH00002,2256532,DR00002,39857641387,9/12/2024,California,Nevada,23.78,Completed,N/A
VH00010,5243488,DR00010,83215485234,9/17/2024,Maryland,Oregon,28.56,Completed,RVKMRG
VH00007,9785565,DR00007,37396639739,9/7/2024,Delaware,Texas,15.6,Completed,LKHISD
VH00019,1866787,DR00019,27372664128,9/26/2024,Nevada,Iowa,36.72,Completed,MKSMPK
VH00020,7736762,DR00020,76748996153,9/10/2024,Florida,Florida,34.37,Completed,PRKMNU
VH00008,1782157,DR00008,68674443964,9/8/2024,Maryland,Missouri,38.64,Completed,LKHISD
VH00001,6767755,DR00001,64183827446,9/22/2024,Florida,Minnesota,35.77,Completed,MNUKMR
VH00015,2461194,DR00015,61858353676,9/20/2024,New York,Arizona,15.89,Trip Failed,RVKMRG
VH00009,6591321,DR00009,49532385419,9/4/2024,District of Columbia,Idaho,18.9,Completed,RVKMRG
VH00020,3515793,DR00020,12216988731,9/4/2024,California,Minnesota,22.99,Completed,NEWUSR
VH00007,3219378,DR00007,21441675571,9/3/2024,Alaska,Minnesota,28.01,Trip Failed,PRMKMR
VH00004,2277943,DR00004,26756168876,9/18/2024,Florida,Washington,35.07,Completed,NEWUSR
VH00012,1211972,DR00012,46852579256,9/8/2024,Ohio,Florida,12.25,Completed,PRMKMR
VH00009,5628969,DR00009,16829933528,9/10/2024,Nevada,Missouri,37.19,Trip Failed,MNUKMR
VH00016,5826951,DR00016,26195981835,9/20/2024,New York,California,34.87,Completed,MNUKMR
VH00018,3726598,DR00018,37927494485,9/21/2024,Washington,Wisconsin,28.43,Completed,PRKMNU
VH00011,7368544,DR00011,15488849459,9/9/2024,Illinois,Nevada,23.15,Completed,PRMKMR
VH00017,5393535,DR00017,78734463441,9/7/2024,Ohio,Indiana,13.7,Completed,RVKMRG
VH00002,4649588,DR00002,69838715981,9/10/2024,Connecticut,California,37.21,Completed,NEWUSR
VH00001,6789646,DR00001,16979117856,9/4/2024,New York,Ohio,15.11,Completed,MNUKMR
VH00008,1567591,DR00008,28959568964,9/1/2024,New Jersey,Oregon,23.74,Completed,MKSMPK
VH00015,9449877,DR00015,52639537778,9/26/2024,Georgia,Missouri,29.72,Completed,NEWUSR
VH00016,6891855,DR00016,44365962372,9/3/2024,Texas,District of Columbia,28.2,Trip Failed,MKSMPK
VH00017,2137512,DR00017,95959346693,9/25/2024,California,Virginia,33.78,Completed,MKSMPK
VH00004,1893582,DR00004,64365158826,9/29/2024,Texas,Maryland,17.15,Completed,LKHISD
VH00014,5666175,DR00014,67922311522,9/6/2024,Georgia,Louisiana,33.75,Completed,LKHISD
VH00010,9449229,DR00010,22823889427,9/10/2024,Georgia,Nevada,19.42,Completed,PRKMNU
VH00016,7674793,DR00016,54915159949,9/23/2024,Georgia,Washington,39.17,Trip Failed,PRKMNU
VH00009,6655315,DR00009,23586197412,9/24/2024,Texas,South Carolina,28.84,Completed,NEWUSR
VH00016,3288254,DR00016,24635634795,9/16/2024,Connecticut,Virginia,13.29,Completed,PRMKMR
VH00004,1879315,DR00004,95117528514,9/11/2024,California,Florida,22.52,Completed,LKHISD
VH00013,8265752,DR00013,38239143681,9/17/2024,Virginia,California,32.86,Completed,NEWUSR
VH00009,7671383,DR00009,72857573554,9/13/2024,Texas,Ohio,17.17,Completed,PRKMNU
VH00008,9187256,DR00008,21519796831,9/10/2024,Connecticut,New York,31.64,Completed,N/A
VH00018,9589261,DR00018,85714513954,9/9/2024,Texas,Texas,33.01,Completed,LKHISD
VH00010,3449537,DR00010,68548761889,9/19/2024,California,Missouri,18.41,Completed,RVKMRG
VH00012,1448473,DR00012,14389437638,9/6/2024,Oklahoma,New York,26.73,Completed,NEWUSR
VH00012,4732429,DR00012,31569525843,9/2/2024,Michigan,Nebraska,27.95,Completed,MKSMPK
VH00001,3538525,DR00001,12186425636,9/12/2024,Maryland,Texas,23.69,Completed,PRMKMR
VH00002,8463211,DR00002,57866551766,9/4/2024,Kentucky,Florida,27.56,Completed,MKSMPK
VH00015,2183267,DR00015,61421639522,9/6/2024,Missouri,New York,21.5,Completed,RVKMRG
VH00003,8263944,DR00003,34196592987,9/12/2024,Alabama,California,27.97,Completed,PRKMNU
VH00016,1173647,DR00016,78751581444,9/19/2024,Tennessee,Kansas,38.94,Completed,PRMKMR
VH00008,1138623,DR00008,51962122569,9/8/2024,North Carolina,Virginia,10.96,Completed,PRKMNU
VH00004,7512998,DR00004,19348895568,9/18/2024,Arizona,Connecticut,23.52,Completed,MKSMPK
VH00005,3796985,DR00005,98744313159,9/2/2024,District of Columbia,California,30.7,Completed,MKSMPK
VH00009,3135663,DR00009,43934884151,9/8/2024,California,Pennsylvania,35.06,Completed,NEWUSR
VH00006,5565212,DR00006,52734748837,9/13/2024,Minnesota,Colorado,27.86,Completed,RVKMRG
VH00018,3816484,DR00018,11611945745,9/6/2024,Kansas,Connecticut,36.86,Completed,LKHISD
VH00005,2238425,DR00005,61173947113,9/10/2024,Alabama,Texas,20.33,Completed,N/A
VH00006,2659353,DR00006,72674421772,9/10/2024,Louisiana,Texas,11.5,Completed,NEWUSR
VH00004,9283251,DR00004,73284737774,9/6/2024,Washington,Louisiana,37.56,Completed,PRKMNU
VH00019,1447146,DR00019,51694379656,9/14/2024,Kentucky,North Carolina,26.49,Completed,MKSMPK
VH00003,6233414,DR00003,16257971297,9/17/2024,Florida,Missouri,23.27,Completed,PRMKMR
VH00016,3751635,DR00016,22386986787,9/15/2024,Illinois,Alabama,17.69,Completed,PRKMNU
VH00018,4135377,DR00018,48188188959,9/27/2024,Virginia,Virginia,24.03,Completed,LKHISD
VH00020,6328823,DR00020,23759983961,9/17/2024,Alabama,Maryland,16.31,Completed,PRKMNU
VH00009,5366125,DR00009,91991941314,9/8/2024,Florida,New Jersey,20.6,Completed,PRKMNU
VH00011,1435882,DR00011,55717511895,9/2/2024,New Jersey,Ohio,25.77,Completed,PRMKMR
VH00004,8146982,DR00004,43831949523,9/4/2024,Minnesota,Colorado,27.91,Completed,PRKMNU
VH00004,3883699,DR00004,93952973314,9/15/2024,Texas,New York,27.75,Completed,NEWUSR
VH00020,3152576,DR00020,24411468794,9/11/2024,Idaho,Virginia,27.48,Completed,N/A
VH00008,4791895,DR00008,93423962934,9/29/2024,New York,Nevada,35.81,Completed,MKSMPK
VH00012,5551648,DR00012,87354934154,9/20/2024,Kentucky,Pennsylvania,22.57,Completed,NEWUSR
VH00018,5815712,DR00018,77952835455,9/8/2024,Texas,Nevada,34.36,Trip Failed,NEWUSR
VH00010,6962495,DR00010,51137846355,9/3/2024,Illinois,Delaware,22.85,Completed,RVKMRG
VH00012,9374657,DR00012,87292537873,9/14/2024,Texas,Nevada,24.1,Completed,LKHISD
VH00004,9138671,DR00004,56326349234,9/24/2024,Louisiana,Texas,18.09,Completed,MNUKMR
VH00006,3899468,DR00006,55934772323,9/29/2024,Florida,Texas,34.3,Completed,PRMKMR
VH00008,6892984,DR00008,84728337194,9/14/2024,Virginia,New Hampshire,14.66,Completed,N/A
VH00006,7855774,DR00006,68815145349,9/11/2024,Indiana,Maryland,35.87,Trip Failed,MKSMPK
VH00012,2684158,DR00012,56135455272,9/14/2024,North Carolina,Florida,37.2,Completed,LKHISD
VH00015,4839348,DR00015,16271376229,9/11/2024,Alabama,California,35.26,Completed,PRKMNU
VH00008,6652531,DR00008,74646746491,9/20/2024,Missouri,New York,36.86,Completed,NEWUSR
VH00008,6356159,DR00008,65277823354,9/14/2024,Florida,Virginia,38.58,Completed,MKSMPK
VH00002,8293517,DR00002,28755954128,9/23/2024,Illinois,California,37.97,Completed,MKSMPK
VH00001,6972918,DR00001,96337233384,9/15/2024,Indiana,Arkansas,29.99,Completed,RVKMRG
VH00017,5798214,DR00017,26989828886,9/12/2024,Washington,North Carolina,18.35,Completed,MKSMPK
VH00010,7212262,DR00010,77469679429,9/24/2024,Tennessee,Texas,39.61,Completed,LKHISD
VH00019,9992711,DR00019,74414588782,9/11/2024,Florida,Texas,10,Completed,N/A
VH00002,7818743,DR00002,14367355581,9/28/2024,Ohio,California,29.14,Trip Failed,RVKMRG
VH00011,3467883,DR00011,62693799566,9/9/2024,North Carolina,Washington,17.81,Completed,LKHISD
VH00001,5227193,DR00001,32234769274,9/24/2024,Arkansas,Tennessee,39.3,Completed,MKSMPK
VH00001,4646538,DR00001,28774155158,9/26/2024,Michigan,Tennessee,27.77,Completed,N/A
VH00007,4166828,DR00007,24241938952,9/24/2024,Arizona,Kansas,30.6,Completed,RVKMRG
VH00017,4743621,DR00017,51348222283,9/20/2024,Washington,District of Columbia,33.82,Completed,MKSMPK
VH00019,2911555,DR00019,18476322645,9/24/2024,New York,Maryland,32.29,Completed,PRKMNU
VH00010,9278799,DR00010,21135846358,9/6/2024,Kansas,Oklahoma,21.39,Completed,N/A
VH00011,8282916,DR00011,27747741676,9/19/2024,Georgia,Hawaii,37.37,Completed,N/A
VH00009,1521365,DR00009,39146827963,9/18/2024,Alabama,New Jersey,15.82,Completed,MNUKMR
VH00011,8199544,DR00011,52916292336,9/4/2024,North Carolina,Virginia,13.14,Completed,N/A
VH00003,6235263,DR00003,94134257779,9/5/2024,Kentucky,Arizona,11.82,Completed,PRKMNU
VH00007,1296695,DR00007,98763413892,9/10/2024,Ohio,Texas,26.97,Completed,LKHISD
VH00004,2845862,DR00004,43122158936,9/18/2024,Maryland,Florida,10.39,Completed,PRKMNU
VH00018,7868677,DR00018,94841147368,9/23/2024,California,Texas,12.88,Completed,LKHISD
VH00005,2777185,DR00005,43991263738,9/25/2024,New York,California,38.95,Completed,MKSMPK
VH00004,5612961,DR00004,73553952849,9/15/2024,California,Florida,31.41,Completed,RVKMRG
VH00012,5155657,DR00012,69816528337,9/29/2024,Ohio,Michigan,14.35,Trip Failed,LKHISD
VH00011,1795432,DR00011,25386354357,9/16/2024,Pennsylvania,Texas,26.53,Completed,NEWUSR
VH00010,4268332,DR00010,11793396652,9/8/2024,North Carolina,New York,35.56,Completed,RVKMRG
VH00007,2284626,DR00007,36298787852,9/15/2024,California,South Carolina,13.32,Completed,PRMKMR
VH00001,7334287,DR00001,44992893231,9/26/2024,Arizona,Mississippi,15.4,Trip Failed,N/A
VH00019,5933579,DR00019,57882485571,9/11/2024,Texas,Kansas,31.28,Trip Failed,LKHISD
VH00016,2868485,DR00016,47993792833,9/23/2024,California,Texas,16.21,Completed,N/A
VH00017,3595772,DR00017,74835672991,9/24/2024,Alabama,California,13.71,Completed,NEWUSR
VH00009,9269286,DR00009,54629359375,9/16/2024,District of Columbia,Utah,14.79,Completed,RVKMRG
VH00020,1794736,DR00020,23657619421,9/28/2024,California,New York,38.12,Completed,LKHISD
VH00017,7987733,DR00017,47495782551,9/10/2024,Colorado,Kentucky,25.53,Completed,MNUKMR
VH00011,8116755,DR00011,53781311378,9/6/2024,Colorado,Idaho,25.14,Completed,LKHISD
VH00017,6241888,DR00017,43568175189,9/21/2024,California,Texas,19.05,Completed,MKSMPK
VH00001,4661714,DR00001,71448757479,9/23/2024,Texas,Texas,11.55,Completed,MKSMPK
VH00008,5538519,DR00008,49182171246,9/19/2024,Texas,Minnesota,33.2,Completed,MNUKMR
VH00007,4516568,DR00007,76838167453,9/3/2024,Texas,Florida,29.36,Completed,PRMKMR
VH00002,6338424,DR00002,21936217471,9/16/2024,Wisconsin,Massachusetts,30.49,Completed,PRKMNU
VH00005,3632655,DR00005,28226322762,9/9/2024,New York,Oregon,32.23,Trip Failed,NEWUSR
VH00013,8315232,DR00013,86473958594,9/7/2024,Nevada,Georgia,16.91,Completed,MNUKMR
VH00005,1955529,DR00005,57841633319,9/17/2024,Texas,District of Columbia,22.09,Completed,RVKMRG
VH00017,8313217,DR00017,48674544717,9/2/2024,Washington,Texas,15.41,Completed,MKSMPK
VH00002,4569291,DR00002,48731517457,9/20/2024,Florida,Indiana,37.91,Completed,RVKMRG
VH00016,9149923,DR00016,31427678744,9/20/2024,Texas,Texas,11.97,Completed,N/A
VH00016,9741631,DR00016,77271393191,9/14/2024,Colorado,Kansas,28.09,Completed,N/A
VH00001,5421949,DR00001,18945375374,9/1/2024,District of Columbia,Iowa,10.1,Trip Failed,MKSMPK
VH00013,6567971,DR00013,45683784267,9/24/2024,Massachusetts,Texas,24.86,Completed,PRMKMR
VH00012,4986472,DR00012,33814342895,9/11/2024,Colorado,Washington,35.95,Completed,MNUKMR
VH00007,7938877,DR00007,86319156158,9/27/2024,Utah,Texas,18.72,Completed,N/A
VH00007,6955864,DR00007,61185232494,9/26/2024,New York,New York,31.7,Completed,LKHISD
VH00003,2343355,DR00003,62115787493,9/5/2024,Texas,Florida,13.9,Completed,PRMKMR
VH00014,6439436,DR00014,36458352646,9/13/2024,District of Columbia,Wisconsin,17.56,Completed,N/A
VH00002,7123629,DR00002,74181338145,9/26/2024,Ohio,Texas,27.8,Completed,PRMKMR
VH00015,5422985,DR00015,18318449771,9/5/2024,Florida,Ohio,33.37,Completed,RVKMRG
VH00020,3399271,DR00020,32499354416,9/22/2024,Ohio,Minnesota,36.3,Completed,PRMKMR
VH00006,7787973,DR00006,44423194394,9/29/2024,Massachusetts,Tennessee,13.49,Completed,RVKMRG
VH00010,2632864,DR00010,32296292299,9/3/2024,New York,Tennessee,21.85,Completed,PRMKMR
VH00009,1173496,DR00009,82594449478,9/24/2024,Minnesota,California,20.04,Trip Failed,RVKMRG
VH00011,2315991,DR00011,92664128434,9/11/2024,California,Alabama,13.4,Trip Failed,NEWUSR
VH00013,9961344,DR00013,69183691554,9/21/2024,Kentucky,District of Columbia,23.14,Completed,MKSMPK
VH00019,3532467,DR00019,61523749389,9/4/2024,Florida,Texas,26.76,Trip Failed,PRKMNU
VH00011,4726324,DR00011,25875152927,9/20/2024,New Mexico,Alabama,24.69,Completed,MNUKMR
VH00008,6458282,DR00008,53421394813,9/18/2024,Washington,Kentucky,25.86,Completed,RVKMRG
VH00016,4515219,DR00016,54295538855,9/21/2024,Virginia,Wisconsin,34.59,Completed,PRMKMR
VH00004,6355946,DR00004,31943181187,9/23/2024,North Carolina,District of Columbia,30.36,Completed,PRKMNU
VH00005,9265366,DR00005,25453175634,9/5/2024,Alaska,Kentucky,29.72,Completed,PRKMNU
VH00012,2133955,DR00012,48536578514,9/23/2024,Florida,Colorado,17.81,Completed,MNUKMR
VH00012,8337159,DR00012,86754299592,9/19/2024,Illinois,Louisiana,17.23,Completed,NEWUSR
VH00020,9715156,DR00020,24395167242,9/5/2024,Kentucky,New York,39.53,Completed,RVKMRG
VH00014,1764337,DR00014,44675161114,9/5/2024,Oregon,West Virginia,23.66,Completed,RVKMRG
VH00018,2174816,DR00018,53121498796,9/9/2024,Texas,Massachusetts,12.6,Completed,N/A
VH00010,6383523,DR00010,29511381354,9/28/2024,Virginia,Virginia,31.2,Completed,PRMKMR
VH00014,9924675,DR00014,77147911335,9/21/2024,Florida,California,14.67,Completed,MNUKMR
VH00018,9755833,DR00018,73928864191,9/1/2024,California,Washington,10.29,Completed,N/A
VH00001,8478587,DR00001,45556653632,9/10/2024,Alabama,District of Columbia,22.07,Completed,NEWUSR
VH00014,1647371,DR00014,25828246795,9/24/2024,Vermont,Washington,12.23,Completed,PRMKMR
VH00019,1514554,DR00019,56526475998,9/23/2024,Florida,Texas,38.18,Completed,N/A
VH00004,1267636,DR00004,96539787482,9/1/2024,Texas,Virginia,36.6,Completed,MKSMPK
VH00006,3889279,DR00006,17511662126,9/28/2024,Nebraska,Florida,13.05,Completed,N/A
VH00015,6893944,DR00015,62195665297,9/22/2024,New York,Texas,15.61,Completed,PRKMNU
VH00005,1241297,DR00005,21336251749,9/9/2024,West Virginia,California,34.26,Completed,RVKMRG
VH00020,4742133,DR00020,43948449263,9/17/2024,Florida,Kansas,39.98,Completed,RVKMRG
VH00016,9944446,DR00016,95612726855,9/24/2024,Florida,Connecticut,26.43,Completed,N/A
VH00004,6353241,DR00004,47948224597,9/13/2024,Florida,Texas,33.75,Completed,MKSMPK
VH00017,5955695,DR00017,85214218452,9/2/2024,Alabama,Tennessee,31.34,Completed,N/A
VH00017,7534929,DR00017,21639214996,9/15/2024,Florida,Massachusetts,37.06,Completed,MKSMPK
VH00007,6125725,DR00007,72377881987,9/8/2024,Oklahoma,California,22.32,Completed,NEWUSR
VH00009,5353975,DR00009,22153454539,9/16/2024,Idaho,Michigan,11.81,Completed,N/A
VH00007,4247953,DR00007,87935381298,9/11/2024,New York,Massachusetts,34.62,Completed,MNUKMR
VH00008,7572265,DR00008,82846463248,9/6/2024,Florida,Washington,14.84,Trip Failed,MKSMPK
VH00007,3151955,DR00007,39148138817,9/12/2024,New York,California,36.61,Completed,MKSMPK
VH00018,1624236,DR00018,24737271195,9/25/2024,California,Massachusetts,13.05,Trip Failed,MKSMPK
